Id,CourseName,CourseNumber,DepartmentCode,CourseDescription,Credits
85,Acting for the Theatre I,2230,DRAM,"Continuation of DRAM-1290. The emphasis will be on acting exercises, script analysis and scene work. (Prerequisite: DRAM-1290.) (Co-requisites: DRAM-2200, DRAM-2260, DRAM-2280.) (Restricted to BFA Acting students only.) (May be taken twice with the consent of instructor if assignments or their treatments are significantly varied.)",3
86, Acting for the Theatre II,2240,DRAM,"Continuation of DRAM-2230. The emphasis will be on the analysis and performance of scenes from plays. (Prerequisite: DRAM-2230.)(Co-requisites: DRAM-2200, DRAM-2260, DRAM-2280.) (Restricted to BFA Acting students only.) (May be taken twice with the consent of instructor if assignments or their treatments are significantly varied.)",3
87, Introductory Acting I,2250,DRAM,A practical study of the fundamentals of acting experienced through acting exercises. (Not open to BFA Acting students.),3
88,Movement for the Actor III,2260,DRAM,"Continuation of DRAM-1270. The study and practice of movement for the actor. (Prerequisite: DRAM-1270.) (Co-requisites: DRAM-2200, DRAM-2230, DRAM-2280.) (Restricted to BFA Acting students only.) (Laboratory hours by arrangement.)",3
89,Movement for the Actor IV,2270,DRAM,"Continuation of DRAM-2260. The study and practice of movement for the actor. (Prerequisite: DRAM-2260.)(Co-requisites: DRAM-2200, DRAM-2230, DRAM-2280.) (Restricted to BFA Acting students only.) (Laboratory hours by arrangement.)",3
90,Psychophysical Acting Techniques,2280,DRAM,"Exercises in improvisation designed to support the rehearsal process for scripted works (Prerequisite: DRAM-1290). (Co-requisites: DRAM-2200, DRAM-2230, DRAM-2260.).) (Restricted to BFA Acting majors only.) (Laboratory hours by arrangement.)",3
91, Dance for the Theatre,2290,DRAM,A practical course in a variety of dance styles for the theatre.(Not open to BFA Acting Majors except by consent of instructor.) (Laboratory hours by arrangement.),3
92, Theatre History II,2300,DRAM,"Critical approaches to the main elements of theatre of the seventeenth, eighteenth, and nineteenth centuries. (Open to non-Dramatic Art majors.)",3
93, Introductory Acting II,2350,DRAM,"Emphasis is on acting exercises based on script analysis. (Prerequisite: DRAM-2250, or consent of instructor.) (Not open to BFA Acting students.)",3
94, Directing I,2440,DRAM,"An examination of the principles of play direction, including the role of the director, choosing plays, casting, analysis, picturization and composition, rehearsal techniques, and scene presentation. (Prerequisite: DRAM-2250, or consent of instructor.) (Laboratory hours by arrangement.)",3
95, Stage Makeup,2500,DRAM,"An introduction to the theory and practice of theatrical make-up application. Topics covered will include basic stage make-up, corrective make-up and aging. (Restricted to Drama majors only.)",3
96, Drama in the Classroom: Principles and Theories,2600,DRAM,A course in the use of drama as it relates to the school curriculum and the community. (Prerequisite: DRAM-1610.) (Restricted to Drama in Education and Community students only.),3
97, Drama in the Classroom: Applications I,2610,DRAM,Applications of drama as they relate to the curriculum for Grades K through Six. Completion of a classroom contact is required. (Field contacts are with the consent of Drama in Education and Community instructors and may be outside class time.) (Prerequisite: DRAM-2600 or consent of instructor.) (Restricted to Drama in Education and Community students only.),3
98, Drama and Community: Principles and Theories,2670,DRAM,"A practical introduction to principles, theories, and applications of drama and theatre techniques to promote and maintain health and well-being for individuals and communities. Focus will be on developing skills in leadership and facilitation in a wide range of community settings. (Prerequisite: DRAM-1610 or consent of instructor.)",3
99, Speaking Truth to Power: Voice and Activism,2700,DRAM,"An examination of contemporary struggles for social change with a particular focus on anti-consumerist and environmental justice campaigns. Students learn to create persuasive social justice messages. (Prerequisite: Semester 3 or above standing.) (Also offered as WORK-2700, SJST-2700, and CMAF-2700)",3
100, The Creative Process,2720,DRAM,"An introduction to the creative process through an exploration of various theories, principles, and techniques of selected theorists and innovative thinkers. Students may explore such topics as: Creative Problem Solving, Idea Generation, and Innovation. Through academic study and practical work, students will explore ways of developing their own creative potential and applying it to their daily lives. (Not open to 1st year students.)",3
101, Principles and Practices of Arts Management I,2750,DRAM,"Structures and functions of arts organizations. Examination of core competencies as applied to arts organizations: marketing and publicity, financial management, various forms of fund-raising, board and volunteer management, and interaction with Unions and Associations.",3
